"antecedent","succedent","realcon","realocc","realdur","p_con","p_occ","p_dur","null_obs"
"(i_gaze_away;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(mo_smile;infant_voc;i_gaze_at_object)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at_object;inf_smile;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(mo_smile;i_gaze_at;infant_voc)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,14
"(infant_voc;mother-speech)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;mother-speech;m_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;inf_smile;m_gaze_at_object)","(mother-speech)",0.223,11,11.828,0.9473684210526315,1.0,1.0,19
"(mother-speech;inf_smile;i_gaze_at;m_gaze_away)","(infant_voc;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;i_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,49
"(infant_voc;i_gaze_at;mo_smile;m_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_away)","(i_gaze_at_object;mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;mother-speech;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,12
"(m_gaze_at;i_gaze_at;inf_smile;mo_smile;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;infant_voc;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;infant_voc)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,13
"(m_gaze_at;mother-speech;i_gaze_at;inf_smile)","(mo_smile)",0.561,4,43.846,0.0,0.6153846153846154,0.0,13
"(i_gaze_at_object;m_gaze_at_object;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(m_gaze_at;i_gaze_at;infant_voc)","(mo_smile;inf_smile)",0.186,4,13.671,999.0,999.0,999.0,2
"(i_gaze_at_object;m_gaze_at_object;inf_smile)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;mo_smile;m_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,12
"(mother-speech;m_gaze_at_object;infant_voc)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;m_gaze_away)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(mo_smile;inf_smile;i_gaze_at_object)","(infant_voc;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;mo_smile;i_gaze_at;m_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away;inf_smile)","(i_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mo_smile)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,16
"(m_gaze_at;infant_voc;inf_smile;i_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;infant_voc;inf_smile)","(mother-speech;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;inf_smile;infant_voc)","(mo_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_away;inf_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;m_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;mo_smile;m_gaze_at)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;mo_smile;infant_voc)","(mother-speech;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,5
"(m_gaze_at;mo_smile;i_gaze_at_object)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,6
"(mother-speech;i_gaze_at_object;inf_smile;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;mother-speech;i_gaze_at_object;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;inf_smile;m_gaze_away)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;m_gaze_at_object;inf_smile;i_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at_object;i_gaze_away;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile)","(mother-speech;i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(infant_voc;mother-speech;inf_smile;m_gaze_at_object)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;inf_smile;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,17
"(i_gaze_away;infant_voc)","(mother-speech;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;i_gaze_at_object;mo_smile;inf_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at;inf_smile;infant_voc)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away;mother-speech;i_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_at;infant_voc;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;inf_smile;infant_voc)","(m_gaze_at;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,7
"(i_gaze_at;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,9
"(i_gaze_at;m_gaze_away)","(mother-speech;inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;mo_smile;i_gaze_away)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;infant_voc)","(mo_smile;inf_smile)",0.144,4,14.219,0.16666666666666666,0.6666666666666666,0.16666666666666666,6
"(infant_voc)","(mo_smile;m_gaze_at;i_gaze_at)",0.134,6,26.669,0.0,1.0,0.2,5
"(mother-speech;m_gaze_at;inf_smile)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,15
"(mo_smile;infant_voc;i_gaze_at)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;m_gaze_away)","(i_gaze_at_object;mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;mo_smile;m_gaze_at)","(infant_voc;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mother-speech;inf_smile;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_away;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,22
"(inf_smile;mo_smile;infant_voc;m_gaze_at_object)","(mother-speech;i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;inf_smile;i_gaze_away)","(mother-speech;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,9
"(m_gaze_at;inf_smile;i_gaze_at;infant_voc;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;mo_smile)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(mo_smile;infant_voc;i_gaze_at;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;i_gaze_at;mo_smile;inf_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;m_gaze_at_object;inf_smile;infant_voc)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;inf_smile;i_gaze_at;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;inf_smile;m_gaze_at_object;i_gaze_away)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(mo_smile;i_gaze_away)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(mo_smile;infant_voc;inf_smile)","(m_gaze_at;mother-speech)",0.199,5,4.238,999.0,999.0,999.0,4
"(mother-speech;infant_voc)","(m_gaze_at;i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;mo_smile;infant_voc;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;mother-speech;inf_smile;infant_voc)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;m_gaze_away)","(mother-speech;infant_voc;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;mother-speech;mo_smile)","(m_gaze_at;inf_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile)","(i_gaze_away)",0.115,47,148.953,0.98,0.35,0.96,100
"(i_gaze_at_object;m_gaze_at;inf_smile;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_at;m_gaze_at_object;inf_smile)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_away;inf_smile;i_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;infant_voc;i_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(mo_smile;infant_voc;m_gaze_at_object)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile)","(mo_smile;i_gaze_at)",0.277,55,263.864,0.0,0.9807692307692307,0.0,52
"(m_gaze_at;mo_smile;infant_voc;i_gaze_at_object)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;infant_voc;i_gaze_at_object;mo_smile)","(m_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away;mo_smile;inf_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;mo_smile;i_gaze_at;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(mother-speech;m_gaze_away)","(mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,7
"(infant_voc;m_gaze_at_object;mo_smile;i_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;i_gaze_at_object;inf_smile)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech)","(mo_smile;m_gaze_at;inf_smile)",0.103,44,85.131,999.0,999.0,999.0,0
"(m_gaze_away;i_gaze_at;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;inf_smile;i_gaze_at)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;mo_smile;inf_smile)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,5
"(mo_smile;i_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,71
"(m_gaze_at;mother-speech;inf_smile;i_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;mo_smile)","(i_gaze_at;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;mother-speech)","(mo_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(mother-speech)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,75
"(m_gaze_at_object;i_gaze_away;infant_voc)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;mo_smile;i_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mo_smile;m_gaze_at;infant_voc)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,19
"(mother-speech;mo_smile;m_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,9
"(mother-speech;m_gaze_at;i_gaze_at_object)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,36
"(mother-speech;m_gaze_at)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,17
"(mother-speech;m_gaze_at;i_gaze_at;infant_voc)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;infant_voc)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;mo_smile;mother-speech;i_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away)","(i_gaze_at;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile)","(mother-speech;m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;mo_smile;m_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(mother-speech;m_gaze_at;mo_smile;infant_voc)","(inf_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;i_gaze_at;m_gaze_at)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;inf_smile;m_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at;i_gaze_away;infant_voc;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_away)","(inf_smile;mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,75
"(mother-speech;infant_voc;inf_smile;m_gaze_at;i_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;infant_voc;m_gaze_away)","(mother-speech;i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_away)","(inf_smile;mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;mo_smile;m_gaze_at_object)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;mother-speech;inf_smile;infant_voc)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;infant_voc;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away)","(m_gaze_at)",0.426,62,189.642,0.98,0.07,0.99,100
"(m_gaze_away)","(mother-speech;i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(m_gaze_away;infant_voc)","(inf_smile;i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at;i_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(mo_smile;i_gaze_at_object;infant_voc)","(mother-speech;inf_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;m_gaze_away)","(inf_smile;mother-speech;i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_at_object)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,13
"(m_gaze_at_object;mo_smile;infant_voc)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;infant_voc;mo_smile;i_gaze_at_object)","(mother-speech;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;infant_voc;inf_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,10
"(i_gaze_at_object;mo_smile;infant_voc)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,7
"(m_gaze_at_object;mo_smile;i_gaze_at;inf_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;mo_smile;i_gaze_at_object;inf_smile;m_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;inf_smile;infant_voc)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,7
"(i_gaze_at_object;infant_voc)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;m_gaze_at;mo_smile;inf_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;infant_voc;i_gaze_away)","(mother-speech)",0.195,2,0.431,0.25,0.9375,1.0,16
"(mother-speech;inf_smile;m_gaze_at;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,9
"(mother-speech;i_gaze_at;inf_smile;m_gaze_away)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;i_gaze_at;mo_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at;infant_voc;mother-speech)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;i_gaze_at)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,9
"(i_gaze_at;m_gaze_away)","(mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,10
"(inf_smile;m_gaze_away)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,12
"(mother-speech;inf_smile;mo_smile;i_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(mother-speech;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,75
"(m_gaze_at_object;infant_voc)","(i_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;i_gaze_at_object;inf_smile)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,11
"(i_gaze_at;mother-speech;mo_smile)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,17
"(mother-speech;mo_smile;infant_voc;i_gaze_at)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;i_gaze_at;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;mo_smile;m_gaze_away)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;mo_smile;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,13
"(m_gaze_at;infant_voc;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,5
"(mo_smile;mother-speech;i_gaze_away)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,13
"(i_gaze_at;m_gaze_away)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,33
"(inf_smile;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,22
"(inf_smile;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,47
"(mo_smile)","(m_gaze_at_object;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,15
"(mo_smile;i_gaze_at;m_gaze_at_object;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_at;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;mother-speech;m_gaze_at;infant_voc)","(mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile)","(m_gaze_at_object)",0.35,109,332.725,0.14,0.29,0.07,100
"(mother-speech;i_gaze_at;mo_smile;inf_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at;i_gaze_at_object)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mo_smile;i_gaze_at;infant_voc)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at_object;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,41
"(m_gaze_at;i_gaze_at;mother-speech)","(mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;infant_voc)","(mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,7
"(infant_voc;i_gaze_at)","(mo_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,5
"(mo_smile)","(i_gaze_at;mother-speech;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,9
"(i_gaze_at;mo_smile;m_gaze_at)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(inf_smile;mo_smile;i_gaze_at)","(mother-speech;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,5
"(m_gaze_at;infant_voc;mother-speech;inf_smile)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;m_gaze_away;infant_voc)","(mo_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;m_gaze_at;infant_voc)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;i_gaze_away;mother-speech;m_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_at_object;i_gaze_at_object;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;inf_smile)","(mo_smile;mother-speech;i_gaze_at)",0.126,7,7.421,999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,10
"(mother-speech;m_gaze_at;mo_smile;i_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at)","(mother-speech;inf_smile)",0.132,311,266.05,0.04,0.9466666666666667,0.05333333333333334,75
"(m_gaze_at;inf_smile;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at;inf_smile)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,55
"(i_gaze_at_object;inf_smile;infant_voc)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;i_gaze_at;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,15
"(mo_smile)","(m_gaze_at)",0.632,143,816.055,0.0,0.49,0.0,100
"(mother-speech;mo_smile;inf_smile;infant_voc;i_gaze_at_object)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;mother-speech;inf_smile;infant_voc)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;i_gaze_at_object;mo_smile;inf_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,6
"(m_gaze_at;infant_voc)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;m_gaze_at_object)","(mother-speech)",0.282,118,123.379,1.0,1.0,1.0,42
"(m_gaze_at_object;mother-speech)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(m_gaze_at;mother-speech)","(mo_smile)",0.457,46,200.685,0.0,0.0,0.0,62
"(mo_smile;i_gaze_at)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_away;mother-speech;mo_smile)","(m_gaze_at_object;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;infant_voc)","(mo_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,21
"(m_gaze_away)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,32
"(inf_smile;i_gaze_away;m_gaze_at_object)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at_object;inf_smile;infant_voc;mo_smile;i_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc)","(inf_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,36
"(i_gaze_at;mo_smile;infant_voc;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,26
"(i_gaze_at;mo_smile;inf_smile;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at_object;inf_smile;i_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,31
"(inf_smile;i_gaze_away;mo_smile)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(infant_voc;m_gaze_at_object;mo_smile)","(mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;i_gaze_at;m_gaze_at_object)","(mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;m_gaze_at;mother-speech;inf_smile)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;mother-speech;m_gaze_away)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mo_smile;i_gaze_at_object)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,31
"(m_gaze_at_object;mo_smile;i_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,40
"(m_gaze_at;i_gaze_away;infant_voc)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(mo_smile;i_gaze_at_object;infant_voc)","(mother-speech;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;infant_voc;mo_smile;i_gaze_at_object)","(mother-speech;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;mo_smile;m_gaze_away)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;mo_smile;i_gaze_at_object;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(m_gaze_at_object;infant_voc;i_gaze_at)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,9
"(m_gaze_at;i_gaze_at;inf_smile)","(infant_voc)",0.141,36,40.616,0.0,0.16666666666666666,0.0,6
"(i_gaze_away;inf_smile;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;inf_smile;i_gaze_at_object;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;infant_voc;inf_smile)","(mother-speech;i_gaze_at)",0.223,6,7.744,0.0,0.4,0.0,5
